0	0.912069	0	0.87069	0	5.59655	0	5.03448
10262.8	2.86897	10157.7	2.08966	10262.8	7.53448	10157.7	6.36034
20717.6	4.86034	20151.9	3.23621	20717.6	9.52069	20151.9	7.8431
31627	7.22414	31640	4.68276	31627	11.5293	31640	9.56897
42197.2	9.22931	42112	6.18966	42197.2	13.3845	42112	11.0586
51802.9	11.1552	51690.6	7.0431	51802.9	15.2655	51690.6	12.7569
63171.6	13.1534	63082.6	7.64655	63171.6	17.0103	63082.6	14.2879
73694	15.1672	72473.1	9.14828	73694	18.8121	72473.1	16.0034
84283.4	17.1466	82509.3	9.61552	84283.4	20.3034	82509.3	17.1241
