0	0.874138	0	0.858621	0	3.32241	0	3.66207
10442.8	2.82586	10157.7	2.13966	10442.8	5.73621	10157.7	5.01034
20717.6	5.01724	20151.9	3.21379	20717.6	7.68621	20151.9	6.0431
31627	6.84655	31626.9	4.7931	31627	9.61034	31626.9	8.13793
42208.9	8.96897	42170.4	6.60172	42208.9	11.5603	42170.4	10.0224
51808.4	11.0069	51517.5	6.7931	51808.4	13.4621	51517.5	11.2741
62136.8	13.2121	61995	7.60345	62136.8	15.3655	61995	12.7931
73740.9	15.1534	73565.4	9.10517	73740.9	17.2362	73565.4	14.3534
84250.2	17.1293	80634.8	9.91034	84250.2	19.0534	80634.8	15.8448
