aff_txkbps	0
28848.6	23.58
54327.5	29.1367
72337.4	34.8633
10578.4	13.6733
37795	23.1536
42723.9	21.4323
42572.8	25.3267
21909.8	19.8567
5852.27	8.47333
34676.8	20.6367
53700.5	26.1883
29440.1	20.5043
8392.26	11.3633
60530.1	29.6167
62146.7	29.2264
50946.5	25.57
44496.4	23.6366
66929.5	31.78
63766.4	30.6033
65623.2	31.5172
49957.6	26.42
14798.4	12.1833
54184	26.7533
45882	24.075
33193.2	22.87
58599.7	29.7666
67326.3	31.26
76405.4	34.0545
24203.3	15.8524
21457.6	14.59
9970.76	10.7267
16630.3	13.1733
21410.5	15.95
17054.9	15.0093
